,Review,Calification
236,"El profesor a veces explica muy bien, sobre todo los conceptos. 
Y es un gran experto en matemáticas, sabe mucho.
Sin embargo, es una persona muy inestable emocionalmente. Por otro lado, humilla a sus estudiantes si cometen errores en vez de corregirlos.
En general me parece una persona muy injusta.Pros: Explica bien los conceptos.
Es un experto en matemáticas. Cons: Muy malgeniado y tiende a humillar a sus estudiantes.",2.5
237,"En este curso (grupos y anillos) me pareció excelente, teniendo en cuenta la relevancia de este para la carrera de matemáticas al ser la primera materia de álgebra abstracta. Se inicia a paso lento, así formando bases sólidas; sin embargo al final corrió demasiado para abarcar todo el temario, lo cual resulta perjudicial. ",4.5
238,Es bastante bueno Pros: Sabe bastante y se nota que le interesa que aprendamosCons: Va demasiado rápido y sus dibujos no se entienden aveces,4
239,"Uno de los mejores profesores de la Universidad, repasa la temática de cursos anteriores, y deja supremamente preparado para el siguiente, tanto así q lo deja con la intriga de lo que va a ver el próximo semestre. Pros: -Clase interesante.
-Explica teoría Básica y refuerza con ejercicios. Cons: -Nada... ",5
240,"Excelente profesor en todo el sentidoPros: Explica muy bien los temas y de la mejor manera posible, le encanta que uno pregunte para dejar muy claros los temas, excelente persona y le da un muy buen ambiente a la claseCons: Nada!",4.4
241,Es uno de los mejores profesores; su experiencia y su sencillez hacen que las clases sean muy provechosas.  Es muy justo con las evaluaciones.Pros: TodoCons: Nada,5
242,"Es un muy buen profesor, logra que uno se enganche al tema con su manera de explicarlo, el único problema serían sus dibujos, ya que eran pésimos y uno se confundía. Los parciales no eran fáciles pero resolvía bien las dudas y uno sabía el libro guía a usar (Marsden y Tromba), esto debido a que los parciales eran basados en los ejercicios propuesto...Leer más...Pros: Dominio del tema.
Buena pedagogía
Cons: Dibujos pésimos.
",4.4
243,"De los mejores, demasiado claro al explicar los temas, así que me pesa no haber aprovechado sus clases. Es un paisa muy simpático, sus clases siempre están llenas de chistes y muy pedagógico en su metodología. Hace quices cada viernes, y son una nota que ayuda mucho al final. Cualquier materia con él la matricularía sin dudarlo. ",5
244,"De nuevo, uno de los mejores profesores de la U. Vi ecuaciones diferenciales con él, después de haber visto integral también con él; y fue la mejor decisión. Es excepcional; tiene los temas super claros y también super claro el orden en el que los dicta. Todo lo relaciona con cosas de la vida laboral y cotidiana, y lo que siempre me ha parecido su ...Leer más...Pros: Explica excelentísimo
Se asegura de que entiendas bien
Ejercicios para que practiques
Parciales justos
",5
245,"Es uno de los mejores profesores que he tenido en mi vida, y creo que así va a ser siempre. Es excelente explicando, sorprendente... es muy ameno y divertido, las clases son súper entretenidas y siempre se preocupa porque los estudiantes aprendan; si es necesario, empieza a explicar de nuevo todo lo visto en clase, si le dices que no entiendes. Ati...Leer más...Pros: Excelente profesor
Ameno y divertido
Siempre contesta las dudas
Parciales justos
Quices cada semana",5
246,"Aunque perdí la materia con Herbert y ya tenia conocimientos previos tanto de lo que vi con él y colegio. Leonardo me mostro una nueva forma de abordar el cálculo diferencial que lleno todos mis vacíos conceptuales y lo mismo sucedió en álgebra lineal. El como da los temas lo incentiva a uno a ir puntual a clase. Las evaluaciones son de un nivel moderado. Lo recomiendo para cualquier cursoPros: - Excelente pedagogía
- Abarca muy bien los temas
- Tiene anécdotas que lo ayudan a uno a entender  ",5
247,"Explica todo pero demasiado por encima. Los parciales son de selección multiple y son duros. Yo vi en auditorio y todo lo que escribe en la tablet no se le entiende nada.Cons: No responde las preguntas de los estudiantes, y si lo hace, lo hace de una forma grosera.",2
248,"No es la mejor opción aunque es aceptable. En general da buenas explicaciones, y desarrolla ejercicios variados en clase. A veces suele enredarse . Se basa sobretodo en el Stewart y en los talleres del profesor Héctor Ramirez (no los recoje, pero es aconsejable hacer varios ejercicios, pues en verdad se aprende bastante).Pros: En general explica bien.
Cuando ve que el grupo va colgado, da varias ayudas para subir nota.   Cons: Aunque pareciera ventaja, sus parciales son de opción múltiple (no vale procedimiento en el 90% de puntos), y a veces incluye temas que a penas se alcanzaron a ver en clase. 
Faltó a más de 4 clases y dos de esas veces ni siquiera avisó.  ",3.4
249,"La profesora no explica bien los temas, falta mucho a clase y no avisa.",1.5
250,"Es muy linda, respondía dudas de los ejercicios que uno llevaba y en general es amable. Aunque puede ser un tris agresiva con estudiantes de semestres avanzadosPros: Da ayudas cuando ve que se está colgado el cursoCons: Se confunde y a veces puede ser grosera al explicar",3.9
251,"Es una profesora ni muy buena ni muy mala. Enseña un poco rápido pero no dedica el tiempo suficiente a explicar cada tema. Se confunde unas cuantas veces, y eso puede afectar la retroalimentación de los temas, pero no es lo peor de lo peor.Pros: Los parciales son objetivamente fáciles. No pone nada que no haya explicado, y generalmente elige los temas más fáciles.",3.5
252,"Pros: Explica bien, parciales de ejercicios parecidos a los del libro y a los que se hacen en clase ",5
253,"Pesima docente, lleva diapositivas a clase y no explica nada solo hace ejercicios y se pierde facilmente no explica de donde salen las cosas , ni si quiera deja copiar lo que dice en las diapositivas de lo rápido que va, los parciales son de completar o de respuesta múltiple no admite procedimiento Pros: Mucho estudio autonomoCons: Falta mucho a clase y de ja tallerrs largos que nunca socializa y si alguien le pregunta responde a medias y no explica ",1.5
254,"Excelente profesor, explica muy bien y evalua lo que enseña, prepara muy bien sus clases, y trata de resolver todas las dudas que pueden surgir.",5
255,"Es uno de lo profesores mas difíciles de la universidad completa creería yo, sus parciales son terriblemente difciles y largos, para pasar algo se tendría que leer y releer toda la teoría del libro y aun así seria difícil.Cons: Parciales demasiado complicados.",4.3
256,"SI QUIERE PASAR LA MATERIA NO ES BUENA OPCIÓN
SI QUIERE COGERLE GUSTO A IR A CLASE CON ÉL NO ES BUENA OPCIÓN
SI QUIERE APRENDER NO ES BUENA OPCIÓN",1.5
257,"Si, es muy dificil si no hace los talleres (como todo el mundo cuando la vi). Si hace los talleres completos, los parciales son cinqueables. El truco esta en hacer los talleres completos pero como requieren de bastante tiempo, los puntos dificiles para los que no le quede tiempo pregunteselos a el (eso es lo que el espera de uno y por eso todas las...Leer más...",4.4
258,domina muy bien el tema aunque es muy desordenado al cubrir el temario es difícil de seguir en clase Pros: los parciales salen del tallerCons: parciales muy extensos y de alta complejidad.,3
259,El peor profesor de la vida. Puede saber mucho de matematicas pero simplemente tira a matar estudiantes. No tiene ningún interés por su aprendizaje. Solo nos hizo perder el tiempoCons: Todo,1.5
260,"Si tienen vacíos conceptuales de matemáticas, asignaturas anteriores o  de prerrequisito, van a tener muchos problemas con este profesor. Quien considere tener dificultades con asignaturas ya vistas, es mejor que piense dos veces antes de inscribir materias con él.Pros: Es buena gente.
Tolera que los estudiantes tengan vacíos conceptuales.
Presenta pequeños repasos de asignaturas anteriores necesarios para temas nuevos (esto pueda no ser suficiente para todo el mundo)",3
261,"Pros: Sabe el tema, enseña bien.Cons: Acosa a las estudiantes.",1
262,"Es un profesor de los que se dice rajón, sus parciales son dificiles y largos, sim embargo explica muy bien y tiene un conocimiento muy amplio en los temas qeu explica, ha sido uno de los profesores con loos que más he aprendido, además simpre esta abierto a contestar dudas y a ayudar a profundizarPros: explicaciones claras y acertadasCons: parciales dificiles ",4.5
263,-,1.5
264,"Es un muy buen profesor, es claro al explicar y domina el tema.
Suele hacer demostraciones que ayudan a entender mejor los temas.
Las dudas que uno tiene se solucionan mirando el Stewart o mientras uno hace los talleres,o si uno le pregunta igual ayuda y es paciente.
Deja tareas (talleres de ejercicios y demostraciones) que a veces son obligatorios...Leer más...Pros: -Es amable
-Explica bien
-Los temas se ven con buena profundidad y uno llega bien preparado a integral
-Los quices y parciales son justos
-Las ultimas clases las dedico a hacer un repaso general.cosa que se agradece.Cons: -A veces va algo rapido.",4.5
265,"Es un profesor con el que se puede hablar y enseña todos los temas, sin embargo casi no responde a las dudas de sus estudiantes, considero que su metodología es dejar ejercicios del tema visto para que se resuelvan en unos 10 minutos (cada uno) y luego resolverlos, los parciales son relativamente fáciles.Pros: Enseña todos los temas, lo prepara bien para integralCons: Son pocas las dudas que atiende",4
266,"Herbert es de los mejores profesores que he tenido, sus explicaciones son muy claras sin perder rigor. Además, siempre se encarga de que sus clases sean entretenidas, como persona es un amor. Los parciales son justos y recomiendo hacer todos los talleres opcionales que manda.",4.8
267,"EXCELENTE PROFESOR. Muy amable, explica demasiado bien, los parciales son justos y adecuados a los temas vistos y es divertido.Pros: Justo, paciente, dedicado.Cons: Ninguno",5
268,Excelente profesorPros: Atento y amable,4.5
269,"Tiene un trato cordial, se nota que prepara la case y sabe de lo que habla. Requiere estudio autónomo. Cada tema que explica sale en el parcial, aunque sea un punto. Es una materia de la que no se debe confiar por lo facil que aparenta ser. Pros: Buen nivel de voz 
Organizado 
Parciales Justos Cons: Hace chistes malos :v",4
270,"Uno de los mejores profesores que he tenidoPros: Es muy amable
Puntual y organizado
Hace amena la clase
Sabe del tema y no busca lucirse sino enseñar lo que se debe saber
Explica muy bien
Respetuoso 
Sencillo
Los talleres son muy apropiados",4
271,"Herbert es un profesor muy amable y tiene una excelente metolodogía. Es muy atento a las preguntas que le hacen y sabe mucho. A veces se extiende mucho en temas que no son tan necesarios, aun así es especial debido a que saca tiempo (clases extra) para hacer demostraciones.Pros: Amable, excelente metodología.",5
272,"El profesor se preocupaba por enseñar los temas del curso, es una persona muy amable. Pero en muchas ocasiones era un poco perezoso con las demostraciones y no más daba una idea un tanto vaga de como se realizaban. Además en el curso de análisis no dejaba talleres, y los quices no los realizaba muy seguido a comparación de cursos más básicos como c...Leer más...Pros: Es muy amable.Cons: No profundiza en las demostraciones.",2.9
